,City,Day ,Date,Temp.Max,Low.Temp
0,iasi,MON,11/21,1°,/-2°
1,iasi,TUE,11/22,7°,/-1°
2,iasi,WED,11/23,8°,/1°
3,iasi,THU,11/24,7°,/2°
4,iasi,FRI,11/25,4°,/-4°
5,iasi,SAT,11/26,4°,/-1°
6,iasi,SUN,11/27,3°,/-2°
7,iasi,MON,11/28,1°,/-7°
8,iasi,TUE,11/29,1°,/-6°
9,iasi,WED,11/30,2°,/-4°
10,iasi,THU,12/1,5°,/-1°
11,iasi,FRI,12/2,7°,/-2°
