,City,Day ,Date,Temp.Max,Low.Temp
0,Târgu Jiu,TUE,11/29,5°,/1°
1,Târgu Jiu,WED,11/30,5°,/1°
2,Târgu Jiu,THU,12/1,3°,/1°
3,Târgu Jiu,FRI,12/2,3°,/-1°
4,Târgu Jiu,SAT,12/3,5°,/-2°
5,Târgu Jiu,SUN,12/4,4°,/1°
6,Târgu Jiu,MON,12/5,2°,/-1°
7,Târgu Jiu,TUE,12/6,2°,/-2°
8,Târgu Jiu,WED,12/7,-1°,/-5°
9,Târgu Jiu,THU,12/8,3°,/-1°
10,Târgu Jiu,FRI,12/9,8°,/4°
11,Târgu Jiu,SAT,12/10,7°,/4°
