,City,Day ,Date,Temp.Max,Low.Temp
0,Iasi,FRI,12/2,2°,/-2°
1,Iasi,SAT,12/3,2°,/0°
2,Iasi,SUN,12/4,2°,/-2°
3,Iasi,MON,12/5,2°,/0°
4,Iasi,TUE,12/6,5°,/2°
5,Iasi,WED,12/7,8°,/1°
6,Iasi,THU,12/8,9°,/4°
7,Iasi,FRI,12/9,7°,/1°
8,Iasi,SAT,12/10,7°,/1°
9,Iasi,SUN,12/11,5°,/-3°
10,Iasi,MON,12/12,6°,/2°
11,Iasi,TUE,12/13,9°,/3°
